定期刷新订阅链接,#genre#
河南卫视,http://171.38.221.98:8082/tsfile/live/0138_1.m3u8
旅游卫视HD,http://171.38.221.98:8082/tsfile/live/0114_1.m3u8
陕西卫视,http://171.38.221.98:8082/tsfile/live/0136_1.m3u8
宁夏卫视,http://171.38.221.98:8082/tsfile/live/0112_1.m3u8
兵团卫视HD,http://171.38.221.98:8082/tsfile/live/1030_1.m3u8
广西影视HD,http://171.38.221.98:8082/tsfile/live/1037_1.m3u8
广西移动HD,http://171.38.221.98:8082/tsfile/live/1001_1.m3u8
广西综艺旅游HD,http://171.38.221.98:8082/tsfile/live/1040_1.m3u8
广西都市HD,http://171.38.221.98:8082/tsfile/live/1003_1.m3u8
广西新闻HD,http://171.38.221.98:8082/tsfile/live/1004_1.m3u8
广西乐思购,http://171.38.221.98:8082/tsfile/live/1016_1.m3u8
南宁都市生活HD,http://171.38.221.98:8082/tsfile/live/1005_1.m3u8
南宁公共频道HD,http://171.38.221.98:8082/tsfile/live/1017_1.m3u8
南宁影视娱乐HD,http://171.38.221.98:8082/tsfile/live/1018_1.m3u8
南宁新闻综合HD,http://171.38.221.98:8082/tsfile/live/1019_1.m3u8
钦州新闻综合HD,http://171.38.221.98:8082/tsfile/live/1022_1.m3u8
灵山综合频道HD,http://171.38.221.98:8082/tsfile/live/1035_1.m3u8
金鹰卡通HD,http://171.38.221.98:8082/tsfile/live/1010_1.m3u8
嘉佳卡通,http://171.38.221.98:8082/tsfile/live/1014_1.m3u8
卡酷少儿,http://171.38.221.98:8082/tsfile/live/1033_1.m3u8
优漫卡通,http://171.38.221.98:8082/tsfile/live/1034_1.m3u8
新动漫,http://171.38.221.98:8082/tsfile/live/1036_1.m3u8
中国气象,http://171.38.221.98:8082/tsfile/live/1007_1.m3u8
中国教育HD,http://171.38.221.98:8082/tsfile/live/1038_1.m3u8
金鹰纪实HD,http://171.38.221.98:8082/tsfile/live/1013_1.m3u8
山东教育,http://171.38.221.98:8082/tsfile/live/1008_1.m3u8
广州综合频道,http://171.38.221.98:8082/tsfile/live/0133_1.m3u8
广东体育频道,http://171.38.221.98:8082/tsfile/live/1006_1.m3u8
广东影视频道,http://171.38.221.98:8082/tsfile/live/1043_1.m3u8
广东新闻频道,http://171.38.221.98:8082/tsfile/live/1024_1.m3u8
广东公共频道,http://171.38.221.98:8082/tsfile/live/1025_1.m3u8
广东珠江频道,http://171.38.221.98:8082/tsfile/live/1020_1.m3u8
广东经济科教,http://171.38.221.98:8082/tsfile/live/1012_1.m3u8
广东南方卫视,http://171.38.221.98:8082/tsfile/live/1027_1.m3u8
广东少儿频道,http://171.38.221.98:8082/tsfile/live/1023_1.m3u8
动作电影,http://171.38.221.98:8082/tsfile/live/1045_1.m3u8
家庭影院,http://171.38.221.98:8082/tsfile/live/1046_1.m3u8
高清电影,http://171.38.221.98:8082/tsfile/live/1047_1.m3u8
武术世界,http://171.38.221.98:8082/tsfile/live/1029_1.m3u8
重温经典HD,http://171.38.221.98:8082/tsfile/live/1031_1.m3u8
书画频道,http://171.38.221.98:8082/tsfile/live/1000_1.m3u8
环球旅行,http://171.38.221.98:8082/tsfile/live/1009_1.m3u8
中央新影中学生,http://171.38.221.98:8082/tsfile/live/1011_1.m3u8
文物宝库,http://171.38.221.98:8082/tsfile/live/1015_1.m3u8

超高清4K,#genre#
CCTV-4K超高清,https://live.264788.xyz/channel/cctv4k?streamid=ddf7c8a2b9355fd0327077c06958bd0f&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
CCTV-4K超高清,https://live.264788.xyz/channel/cctv4k?streamid=69b8ad870d6e6b638349a2eb5d3c6e98&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
CCTV-4K超高清,https://live.264788.xyz/channel/cctv4k?streamid=dc08cf9ff7243e2392ad3c40024e31b8&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
CCTV-4K超高清,https://live.264788.xyz/channel/cctv4k?streamid=84c255985963e0e411a18999189b14c8&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
CCTV-4K超高清,https://live.264788.xyz/channel/cctv4k?streamid=e391578b03c29555c8769f7b6c4bf02f&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
CCTV-4K超高清,https://live.264788.xyz/channel/cctv4k?streamid=731a9cde3c22193d8a16a5ae7c5ffddd&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
CCTV-16奥林匹克4K,https://live.264788.xyz/channel/cctv164k?streamid=aac7972bcf1975e8346c9af0508a7c01&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
CCTV-16奥林匹克4K,https://live.264788.xyz/channel/cctv164k?streamid=a78e16d1a56172e5525dedde279787a3&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
CCTV-16奥林匹克4K,https://live.264788.xyz/channel/cctv164k?streamid=b8abd3452eecb0e3d19ba6faf2e52d00&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
CCTV-16奥林匹克4K,https://live.264788.xyz/channel/cctv164k?streamid=e2fed648244b0ba2817187fcba2ca6cb&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
北京卫视4K,https://live.264788.xyz/channel/beijingweishi4k?streamid=ec1dc6a6eb32cabcbff436085ff993ef&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
北京卫视4K,https://live.264788.xyz/channel/beijingweishi4k?streamid=20915ffd9b2848bf3604dfea93e5f344&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
北京卫视4K,https://live.264788.xyz/channel/beijingweishi4k?streamid=d6f1daa39d8e39b25578ea882820cc86&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
北京卫视4K,https://live.264788.xyz/channel/beijingweishi4k?streamid=9859ef98cc152feae0c066e8c100ad2e&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
北京卫视4K,https://live.264788.xyz/channel/beijingweishi4k?streamid=fc6b7ae1ab0bb4f6d1eec63f649cb72b&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
北京卫视4K,https://live.264788.xyz/channel/beijingweishi4k?streamid=9f84199ceee704199264bb5ec58b8345&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
streamid=f547e05406fe7bdfc6acc9b977edd11f&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
北京卫视4K,http://rihou.cc:555/tv/北京卫视4K
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=19536a755f973091e18a5474c5000880&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=434e79f5ca4b5c28c38286e1c881e7dd&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=e0289cccc782400e932e5d3b2830db4d&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=33aeafbb59f2bcb1877c3a8229c0135b&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=8dcdf34f2fa7ccf51c7d93cd359d414c&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=6a50ede91d38c74ee3789122e267fec1&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
广东卫视4K,https://live.264788.xyz/channel/guangdongweishi4k?streamid=0508c0316aedc9152adcf323fa95c2c0&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=a4290cac0f04dc8470701c39af315242&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=19f863c2a87632a8f48ceb3c8b579e05&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=9ab6d3b3de9ba337e79eaf9d0722fbef&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=2af9bbae55f64f373a94440b8bb0a0bd&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=bd2b8b72c89dd9fff893c0f3bcab3a6d&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=9828b90c3948bae63cb8de76cdccd646&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
深圳卫视4K,https://live.264788.xyz/channel/shenzhenweishi4k?streamid=9358bae96a5b72f372b4f3c502acaf2d&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
深圳卫视4K,http://nn.7x9d.cn/深圳最新.php?id=szws4k
深圳卫视4K,http://rihou.cc:555/tv/szws
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视4K,http://j.s.bkpcp.top/jj/hunws
湖南卫视4K,http://rihou.cc:555/tv/湖南卫视4K
湖南卫视4K,https://live.264788.xyz/channel/hunanweishi4k?streamid=e7f9a38ccce9109f57a4f4e2e2218351&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
湖南卫视4K,https://live.264788.xyz/channel/hunanweishi4k?streamid=1d2cff60e497ead8198445a199d19583&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
河北4K,http://8.138.7.223/tv/api.php?id=hebtv4k
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
河北4K,http://106.53.99.30/tv/api.php?id=hebtv4k
苏州4K,http://106.53.99.30/tv/api.php?id=sztv4k
苏州4K,http://156.238.248.80:8880/play/1456.m3u8
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
江苏卫视4K,https://live.264788.xyz/channel/jiangsuweishi4k?streamid=306fa7c5a3bb1b091331de3a638c01b0&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
江苏卫视4K,https://live.264788.xyz/channel/jiangsuweishi4k?streamid=375dbc290331f86f70689c85cd16e1eb&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
江苏卫视4K,http://j.s.bkpcp.top/jj/jsws
江苏卫士4K,http://rihou.cc:555/tv/江苏卫视4K
山东卫视4K,https://live.264788.xyz/channel/shandongweishi4k?streamid=89b04153333adc0894ea0c2a3527347d&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
山东卫视4K,https://live.264788.xyz/channel/shandongweishi4k?streamid=94f01afe37551c1ea2aa8e32b1d80c9e&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
四川卫视4K,https://live.264788.xyz/channel/sichuanweishi4k?streamid=21be5901ee81559c827dc84e46f26452&livekey=01WYsEkHtyZRZYaPYLK8rouLWXYj1xcFqbJCf
四川卫视4K,https://live.264788.xyz/channel/sichuanweishi4k?streamid=401bf692a1a8b91298f26077d53316d6&livekey=01WYsEkHtyZRZYaPYLK8rouLWXYj1xcFqbJCf
浙江卫视4K,http://rihou.cc:555/tv/浙江卫视4K
浙江卫视4K,http://j.s.bkpcp.top/jj/zjws
浙江卫视4K,https://live.264788.xyz/channel/zhejiangweishi4k?streamid=664bb2d3ef43cf06ccb52c01a226593d&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
浙江卫视4K,https://live.264788.xyz/channel/zhejiangweishi4k?streamid=a5b6e60170ee8c69290def1c2fe00cc8&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
东方卫视4K,https://live.264788.xyz/channel/dongfangweishi4k?streamid=ac7357572df3296592eeaee3c55edac6&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
东方卫视4K,https://live.264788.xyz/channel/dongfangweishi4k?streamid=b8c707e2ca95b85511f6c50c9638128b&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
东方卫视4K,http://t.061899.xyz/tl/tl.php?id=dfws
东方卫视4K,http://rihou.cc:555/tv/东方卫视4K
东方卫视4K,https://bp-resource-dfl.bestv.cn/148/3/video.m3u8
南国都市4K,http://tencentplaygsm.gztv.com/live/nanguodushi.m3u8
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
南国都市4K,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4
南国都市4K,http://rihou.cc:555/tv/南国都市4K
纯享4K,https://live.264788.xyz/channel/chunxiang4k?streamid=c162e99191441b46592808f7f1afe8b0&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
纯享4K,https://live.264788.xyz/channel/chunxiang4k?streamid=a12e69928ae928860407d7ec7bfe4ac8&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
纯享4K,https://live.264788.xyz/channel/chunxiang4k?streamid=c9057b857c66fd662170ba7a499871d7&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
多彩文体4K,https://live.264788.xyz/channel/huanxiaojuchang4k?streamid=c74f322efa6c238fc535a83f14f86677&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
多彩文体4K,https://live.264788.xyz/channel/huanxiaojuchang4k?streamid=9ca725ba158e786e5bc6f2bbdcc209bf&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
多彩文体4K,https://live.264788.xyz/channel/huanxiaojuchang4k?streamid=3f4d4c40dbf41fd4a37dfa73878e39e1&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
多彩文体4K,https://live.264788.xyz/channel/huanxiaojuchang4k?streamid=cbedb39bb41035264ac140fba7a43073&livekey=01WYsEkHtyZRZYaPYR9ru8LQBR2gC1aeptoH5
多彩文体4K,https://live.264788.xyz/channel/huanxiaojuchang4k?streamid=19ef65ccaaa65442fd584e101f4ad3cd&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
多彩文体4K,https://live.264788.xyz/channel/huanxiaojuchang4k?streamid=cdf81549f79c72ee9b8c690b71f86b4a&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls

少儿频道,#genre#
优漫卡通,http://38.75.136.137:98/gslb/dsdqpub/ymkt.m3u8?auth=testpub
金鹰卡通,https://t.freetv.fun/live/jin-ying-qia-tong-4.php
金鹰卡通,https://live.264788.xyz/channel/jinyingkatong?streamid=567b6ed9f38700fc17abb2976646b882&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
哈哈炫动HD,http://38.75.136.137:98/gslb/dsdqpub/xdkthd.m3u8?auth=testpub
嘉佳卡通,http://yahao.myqnapcloud.com:4022/udp/239.77.0.179:5146
嘉佳卡通,https://live.264788.xyz/channel/jiajiakatong?streamid=cfeb54dbf8ffa7d7b3fe5238743b21c8&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
优漫卡通,https://live.264788.xyz/channel/youmankatong?streamid=3cc2d4de77439a42124b9304caa47aae&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
卡酷少儿,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8
卡酷少儿,https://live.264788.xyz/channel/kakushaoer?streamid=fcb9fe63fbde62799e4f09136fa8170b&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
卡酷少儿,https://live.264788.xyz/channel/kakushaoer?streamid=3ec24c38425326b3ccb258de23f1a397&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
北京卡酷少儿,http://38.75.136.137:98/gslb/dsdqpub/btvkk.m3u8?auth=testpub
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$订阅源
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$订阅源

付费和数字台,#genre#
（付费）
央广购物,https://live.264788.xyz/channel/yangguanggouwu?streamid=3315a5e7ea36430779f15e2425ed1035&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
央广购物,https://live.264788.xyz/channel/yangguanggouwu?streamid=b8ad66fc9bfd8ee0bd1c826f50b02a31&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
环球奇观,https://live.264788.xyz/channel/huanqiuqiguan?streamid=ac42e9d4c0b474383f4b4eb57b5a3daf&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
高尔夫·网球,https://live.264788.xyz/channel/gaoerfuwangqiu?streamid=81cf839d747fe79320ed21502f9b343e&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
风云剧场,https://live.264788.xyz/channel/fengyunjuchang?streamid=d94162885496c8ed6da36bc4f612ac38&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
兵器科技,https://live.264788.xyz/channel/bingqikeji?streamid=0b3e3ab30760d9b23f4989b00eef1726&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
CHC家庭影院,https://live.264788.xyz/channel/chcjiatingyingyuan?streamid=e814fb6928cfae14ab25cb531e1527a5&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
CHC影迷电影,https://live.264788.xyz/channel/chcyingmidianying?streamid=b568eb23069b4af6176573414c716708&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
CHC动作电影,https://live.264788.xyz/channel/chcdongzuodianying?streamid=6c9f8f2e46bb247a6eefcafeb2462c83&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
早期教育,https://live.264788.xyz/channel/cetvcece?streamid=c0f6ec224de28e1dbe8c1e7a2f436709&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
中国天气,https://live.264788.xyz/channel/zhongguotianqi?streamid=0ac44380f4bd17e5b1a4b4b3788e7450&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
中国天气,https://live.264788.xyz/channel/zhongguotianqi?streamid=09aac8dc4d4389feb6a21eb9820ada98&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
优优宝贝,https://live.264788.xyz/channel/youyoubaobei?streamid=61b8f52d9831c7c320a7b666d1f32e66&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
中华特产,https://live.264788.xyz/channel/zhonghuatechan?streamid=4a8b18c27adb0e4611694270cc6e4ade&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
生态环境,https://live.264788.xyz/channel/eetv?streamid=ba47074614ad6f22da87d73f9cb54eaf&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
新动漫,https://live.264788.xyz/channel/xindongman?streamid=482451eef0d12ff9f73306dfb55f7e2c&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
东方财经,https://live.264788.xyz/channel/dongfangcaijing?streamid=dbb3f42d35ea33336a9c90b7a013aca0&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
动漫秀场,https://live.264788.xyz/channel/dongmanxiuchang?streamid=0c10aff6bf71a9594faee176aa42b65a&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
都市剧场,https://live.264788.xyz/channel/dushijuchang?streamid=c4b4a0b26bea1c6556982925005f2949&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
都市剧场,https://live.264788.xyz/channel/dushijuchang?streamid=182389ef3d1d3137c6d5350089afc9dc&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
金色学堂,https://live.264788.xyz/channel/jinsexuetang?streamid=87732b271bb3ed9d5d13ac3fb516cd00&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
金色学堂,https://live.264788.xyz/channel/jinsexuetang?streamid=7ab563f1bca942dc3cc2d2b2ffae3b33&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
生活时尚,https://live.264788.xyz/channel/shenghuoshishang?streamid=a9df755b89218d85971782f9679fded2&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
生活时尚,https://live.264788.xyz/channel/shenghuoshishang?streamid=c071f67e2822f4a77b21ec82a4a6c36a&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
茶,https://live.264788.xyz/channel/cha?streamid=efa01fabf4eecbbb1e282d7d4674ef63&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
茶,https://live.264788.xyz/channel/cha?streamid=f12c5bd7fcf8e7a4c322578c0230de0c&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
快乐垂钓,https://live.264788.xyz/channel/kuailechuidiao?streamid=c4ce8f3086c468a6df0ec842eef80b7e&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
快乐垂钓,https://live.264788.xyz/channel/kuailechuidiao?streamid=62c4fec548969d9a96acc92ff910823a&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
睛彩竞技,https://live.264788.xyz/channel/jingcaijingji?streamid=0bf25b3e7ad9a8f3eae4e5837e86a83b&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
睛彩青少,https://live.264788.xyz/channel/jingcaiqingshao?streamid=2c0897cfcbb4de5352a10e5be4c40c42&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
睛彩篮球,https://live.264788.xyz/channel/jingcailanqiu?streamid=bf4e1ffe7722fe11569c90de4db79ccb&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
（数字）
爱情喜剧,https://live.264788.xyz/channel/newtvaiqingxiju?streamid=5409a712c46c74c62b796b6e71dccfe5&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
潮妈辣婆,https://live.264788.xyz/channel/newtvchaomalapo?streamid=373dc1a7ed2f30ff161d0aa009efe0c7&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
动作电影,https://live.264788.xyz/channel/newtvdongzuodianying?streamid=d47fa96df8dd3b823df74ec7bce69762&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
古装剧场,https://live.264788.xyz/channel/newtvguzhuangjuchang?streamid=fe57f31007301638ab1e66e5aac2bd0e&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
家庭剧场,https://live.264788.xyz/channel/newtvjiatingjuchang?streamid=efbaeb2bed935e415ce873493d680b45&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
金牌综艺,https://live.264788.xyz/channel/newtvjinpaizongyi?streamid=43901d8594f9175e2080a872c79c644d&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
惊悚悬疑,https://live.264788.xyz/channel/newtvjingsongxuanyi?streamid=ba9c17224a0f72d56e854bedb03ec3f6&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
精彩轮播,https://live.264788.xyz/channel/newtvjingcailunbo?streamid=7da7c7b3321d43c97bec0d5e63158e44&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
精品大剧,https://live.264788.xyz/channel/newtvjingpindaju?streamid=6cb76a3841f38111a8e2bd15111a45d6&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
精品纪录,https://live.264788.xyz/channel/newtvjingpinjilu?streamid=7c48dbee82b50c887a88e1af1a42a478&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
精品萌宠,https://live.264788.xyz/channel/newtvjingpinmengchong?streamid=c5f8cac2fab939f3ece4a4c3c448b296&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
精品体育,https://live.264788.xyz/channel/newtvjingpintiyu?streamid=b79f8f836c237ffa8206a23e3ee30f69&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
军旅剧场,https://live.264788.xyz/channel/newtvjunlvjuchang?streamid=1f94df7f1519dcd9b251fdd123aed370&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
军事评论,https://live.264788.xyz/channel/newtvjunshipinglun?streamid=a694f8f761babe86d913e89859ab006e&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
热播精选,https://live.264788.xyz/channel/newtvrebojingxuan?streamid=68484f6294d7d60be5ed3f88d83efc5c&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
炫舞未来,https://live.264788.xyz/channel/newtvxuanwuweilai?streamid=02499628646d02febfaa95d1f3d55538&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
怡伴健康,https://live.264788.xyz/channel/newtvyibanjiankang?streamid=1da43ff46833eb553695c5b0ee29ea36&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
中国功夫,https://live.264788.xyz/channel/newtvzhongguogongfu?streamid=2a34411a5db55e083a9703c68b4631f1&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
哒啵电竞,https://live.264788.xyz/channel/newtvdabodianjing?streamid=bea58fed13f46a9a4e0ba6c97ce4c48b&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
哒啵赛事,https://live.264788.xyz/channel/newtvdabosaishi?streamid=066f2640828aa050cd523cca296d3be0&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
黑莓电影,https://live.264788.xyz/channel/heimeidianying?streamid=aab004fb9a1ea1ac66a7d77d35c1a039&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
黑莓动画,https://live.264788.xyz/channel/heimeidonghua?streamid=bbf7470de1188ce074c45bdad8eedfdd&livekey=01WYsEkHtyZRZYaPYI6iiCW9vAV9E5qSRx3Ls
